employee_id,employer_id,match_score,successful_match
1,198,0.8,0
1,199,0.3,1
2,0,0.8,1
2,1,0.3,1
2,2,0.3,0
2,3,0.8,1
2,4,0.8,1
2,5,0.8,0
2,6,0.3,0
2,7,0.3,1
2,8,0.8,1
2,9,0.8,1
2,10,0.3,0
2,11,0.3,0
2,12,0.8,1
2,13,0.8,1
2,14,0.8,1
2,15,0.8,1
2,16,0.3,1
2,17,0.3,0
2,18,0.8,1
2,19,0.8,1
2,20,0.8,1
2,21,0.8,1
2,22,0.3,0
2,23,0.8,1
2,24,0.3,0
2,25,0.8,1
2,26,0.3,0
2,27,0.8,1
2,28,0.3,0
2,29,0.8,1
2,30,0.8,0
2,31,0.3,1
2,32,0.3,1
2,33,0.8,1
2,34,0.8,1
2,35,0.3,1
2,36,0.3,1
2,37,0.8,1
2,38,0.8,1
2,39,0.3,0
2,40,0.8,0
2,41,0.8,1
2,42,0.3,0
2,43,0.8,1
2,44,0.8,1
2,45,0.8,1
2,46,0.3,1
2,47,0.8,1
2,48,0.3,0
2,49,0.3,1
2,50,0.3,0
2,51,0.3,1
2,52,0.8,0
2,53,0.3,0
2,54,0.3,1
2,55,0.8,1
2,56,0.3,1
2,57,0.8,0
2,58,0.8,1
2,59,0.3,1
2,60,0.3,0
2,61,0.3,1
2,62,0.3,0
2,63,0.3,0
2,64,0.3,1
2,65,0.8,1
2,66,0.8,1
2,67,0.3,0
2,68,0.3,0
2,69,0.8,1
2,70,0.8,1
2,71,0.3,0
2,72,0.8,1
2,73,0.3,0
2,74,0.8,1
2,75,0.8,1
2,76,0.3,0
2,77,0.8,1
2,78,0.8,1
2,79,0.8,0
2,80,0.8,1
2,81,0.8,1
2,82,0.8,0
2,83,0.8,1
2,84,0.3,0
2,85,0.3,1
2,86,0.8,0
2,87,0.3,0
2,88,0.3,1
2,89,0.3,0
2,90,0.8,1
2,91,0.8,0
2,92,0.3,1
2,93,0.8,1
2,94,0.3,0
2,95,0.3,0
2,96,0.8,0
2,97,0.8,1
2,98,0.8,1
2,99,0.3,0
2,100,0.3,0
2,101,0.8,1
2,102,0.3,1
2,103,0.8,1
2,104,0.8,1
2,105,0.8,1
2,106,0.8,1
2,107,0.8,0
2,108,0.3,0
2,109,0.3,0
2,110,0.8,1
2,111,0.8,1
2,112,0.8,0
2,113,0.3,0
2,114,0.3,1
2,115,0.8,1
2,116,0.8,1
2,117,0.3,0
2,118,0.8,1
2,119,0.8,0
2,120,0.8,1
2,121,0.3,0
2,122,0.3,0
2,123,0.8,1
2,124,0.8,1
2,125,0.8,1
2,126,0.8,1
2,127,0.8,1
2,128,0.8,1
2,129,0.8,1
2,130,0.3,1
2,131,0.8,0
2,132,0.8,1
2,133,0.3,0
2,134,0.3,1
2,135,0.8,1
2,136,0.8,1
2,137,0.8,0
2,138,0.3,0
2,139,0.8,1
2,140,0.3,0
2,141,0.8,1
2,142,0.8,0
2,143,0.3,0
2,144,0.3,1
2,145,0.3,0
2,146,0.3,0
2,147,0.8,1
2,148,0.3,0
2,149,0.3,0
2,150,0.3,0
2,151,0.8,1
2,152,0.8,1
2,153,0.8,1
2,154,0.8,1
2,155,0.8,1
2,156,0.3,0
2,157,0.3,0
2,158,0.3,0
2,159,0.8,0
2,160,0.3,0
2,161,0.3,0
2,162,0.3,0
2,163,0.8,1
2,164,0.3,1
2,165,0.8,0
2,166,0.3,1
2,167,0.3,1
2,168,0.3,1
2,169,0.8,1
2,170,0.8,1
2,171,0.8,1
2,172,0.3,0
2,173,0.8,0
2,174,0.8,1
2,175,0.8,1
2,176,0.8,1
2,177,0.8,1
2,178,0.8,1
2,179,0.3,0
2,180,0.3,0
2,181,0.3,0
2,182,0.8,1
2,183,0.8,1
2,184,0.8,1
2,185,0.3,0
2,186,0.8,1
2,187,0.3,0
2,188,0.8,1
2,189,0.3,1
2,190,0.8,1
2,191,0.3,0
2,192,0.3,0
2,193,0.3,0
2,194,0.3,0
2,195,0.3,0
2,196,0.3,1
2,197,0.8,1
2,198,0.8,1
2,199,0.8,1
3,0,0.0,0
3,1,0.8,1
3,2,0.0,0
3,3,0.5,1
3,4,0.5,0
3,5,0.8,1
3,6,0.5,1
3,7,0.8,1
3,8,0.0,0
3,9,0.8,1
3,10,0.5,1
3,11,0.0,0
3,12,0.0,0
3,13,0.0,0
3,14,0.0,0
3,15,0.8,1
3,16,0.3,1
3,17,0.8,1
3,18,0.5,1
3,19,0.0,0
3,20,0.5,0
3,21,0.5,1
3,22,0.0,0
3,23,0.0,0
3,24,0.0,0
3,25,0.0,0
3,26,0.5,1
3,27,0.0,0
3,28,0.0,0
3,29,0.0,0
3,30,0.5,1
3,31,0.5,1
3,32,0.5,0
3,33,0.5,0
3,34,0.0,0
3,35,0.0,0
3,36,0.0,0
3,37,0.5,0
3,38,0.8,1
3,39,0.8,0
3,40,0.8,1
3,41,0.8,1
3,42,0.5,0
3,43,0.3,0
3,44,0.8,1
3,45,0.5,0
3,46,0.0,0
3,47,0.3,0
3,48,0.0,0
3,49,0.3,1
3,50,0.3,0
3,51,0.0,0
3,52,0.5,1
3,53,0.5,0
3,54,0.8,1
3,55,0.0,0
3,56,0.5,0
3,57,0.0,0
3,58,0.3,1
3,59,0.3,0
3,60,0.8,1
3,61,0.8,1
3,62,0.3,0
3,63,0.5,0
3,64,0.8,1
3,65,0.5,1
3,66,0.3,0
3,67,0.8,0
3,68,0.8,0
3,69,0.8,1
3,70,0.8,1
3,71,0.5,0
3,72,0.5,0
3,73,0.0,0
3,74,0.0,0
3,75,0.8,1
3,76,0.8,1
3,77,0.8,1
3,78,0.8,0
3,79,0.8,1
3,80,0.8,1
3,81,0.3,0
3,82,0.5,0
3,83,0.0,0
3,84,0.5,1
3,85,0.0,0
3,86,0.3,0
3,87,0.8,1
3,88,0.5,0
3,89,0.5,0
3,90,0.0,0
3,91,0.5,0
3,92,0.5,0
3,93,0.3,1
3,94,0.0,0
3,95,0.5,1
3,96,0.5,1
3,97,0.3,0
3,98,0.5,0
3,99,0.0,0
3,100,0.5,1
3,101,0.3,0
3,102,0.5,0
3,103,0.3,0
3,104,0.3,0
3,105,0.0,0
3,106,0.5,1
3,107,0.5,0
3,108,0.0,0
3,109,0.5,0
3,110,0.8,1
3,111,0.5,0
3,112,0.5,1
3,113,0.8,0
3,114,0.5,0
3,115,0.8,1
3,116,0.5,1
3,117,0.5,1
3,118,0.5,0
3,119,0.3,0
3,120,0.5,1
3,121,0.0,0
3,122,0.8,0
3,123,0.8,1
3,124,0.3,0
3,125,0.0,0
3,126,0.5,1
3,127,0.5,1
3,128,0.5,1
3,129,0.5,1
3,130,0.0,0
3,131,0.5,1
3,132,0.0,0
3,133,0.3,1
3,134,0.0,0
3,135,0.0,0
3,136,0.5,0
3,137,0.5,0
3,138,0.8,1
3,139,0.8,0
3,140,0.5,1
3,141,0.3,0
3,142,0.0,0
3,143,0.0,0
3,144,0.0,0
3,145,0.5,1
3,146,0.5,1
3,147,0.0,0
3,148,0.5,0
3,149,0.3,0
3,150,0.5,1
3,151,0.5,0
3,152,0.8,1
3,153,0.5,1
3,154,0.0,0
3,155,0.0,0
3,156,0.5,1
3,157,0.5,0
3,158,0.5,1
3,159,0.5,1
3,160,0.0,0
3,161,0.8,1
3,162,0.3,0
3,163,0.0,0
3,164,0.3,0
3,165,0.3,0
3,166,0.3,1
3,167,0.5,0
3,168,0.3,0
3,169,0.5,0
3,170,0.0,0
3,171,0.8,1
3,172,0.5,0
3,173,0.3,0
3,174,0.5,0
3,175,0.0,0
3,176,0.5,0
3,177,0.8,1
3,178,0.5,1
3,179,0.5,1
3,180,0.3,0
3,181,0.5,0
3,182,0.0,0
3,183,0.0,0
3,184,0.0,0
3,185,0.5,0
3,186,0.0,0
3,187,0.0,0
3,188,0.0,0
3,189,0.0,0
3,190,0.8,1
3,191,0.5,0
3,192,0.3,1
3,193,0.5,0
3,194,0.0,0
3,195,0.0,0
3,196,0.0,0
3,197,0.0,0
3,198,0.0,0
3,199,0.5,1
4,0,0.8,0
4,1,0.8,1
4,2,0.8,1
4,3,0.8,1
4,4,0.8,1
4,5,0.8,1
4,6,0.8,1
4,7,0.8,1
4,8,0.8,1
4,9,0.8,1
4,10,0.3,0
4,11,0.3,0
4,12,0.3,0
4,13,0.8,1
4,14,0.8,1
4,15,0.8,0
4,16,0.8,1
4,17,0.8,1
4,18,0.8,1
4,19,0.3,0
4,20,0.8,1
4,21,0.8,1
4,22,0.8,1
4,23,0.8,1
4,24,0.8,1
4,25,0.8,1
4,26,0.3,0
4,27,0.3,0
4,28,0.8,0
4,29,0.8,1
4,30,0.8,0
4,31,0.8,1
4,32,0.8,1
4,33,0.8,1
4,34,0.8,1
4,35,0.8,0
4,36,0.8,1
4,37,0.8,1
4,38,0.8,1
4,39,0.8,1
4,40,0.8,1
4,41,0.8,0
4,42,0.8,1
4,43,0.8,1
4,44,0.8,1
4,45,0.3,1
4,46,0.8,1
4,47,0.8,1
4,48,0.3,1
4,49,0.8,1
4,50,0.8,1
4,51,0.8,1
4,52,0.8,0
4,53,0.8,1
4,54,0.8,1
4,55,0.8,1
4,56,0.8,1
4,57,0.8,1
4,58,0.8,1
4,59,0.8,1
4,60,0.8,1
4,61,0.8,0
4,62,0.8,1
4,63,0.8,1
4,64,0.8,0
4,65,0.8,1
4,66,0.8,0
4,67,0.8,0
4,68,0.8,1
4,69,0.8,1
4,70,0.8,1
4,71,0.3,1
4,72,0.8,1
4,73,0.8,1
4,74,0.8,0
4,75,0.8,0
4,76,0.8,1
4,77,0.8,1
4,78,0.8,1
4,79,0.8,1
4,80,0.8,1
4,81,0.8,1
4,82,0.8,1
4,83,0.8,1
4,84,0.8,1
4,85,0.3,0
4,86,0.8,1
4,87,0.8,0
4,88,0.8,1
4,89,0.3,0
4,90,0.3,0
4,91,0.8,1
4,92,0.8,1
4,93,0.8,1
4,94,0.8,1
4,95,0.8,1
4,96,0.3,0
4,97,0.8,1
4,98,0.8,1
4,99,0.8,1
4,100,0.8,1
4,101,0.8,1
4,102,0.8,1
4,103,0.8,1
4,104,0.8,0
4,105,0.8,1
4,106,0.8,0
4,107,0.8,1
4,108,0.8,1
4,109,0.3,0
4,110,0.8,1
4,111,0.8,1
4,112,0.8,1
4,113,0.8,1
4,114,0.3,0
4,115,0.8,1
4,116,0.8,1
4,117,0.8,1
4,118,0.8,1
4,119,0.8,1
4,120,0.8,1
4,121,0.8,1
4,122,0.8,1
4,123,0.8,0
4,124,0.8,1
4,125,0.8,1
4,126,0.3,1
4,127,0.3,0
4,128,0.8,0
4,129,0.8,1
4,130,0.3,0
4,131,0.8,1
4,132,0.8,0
4,133,0.8,1
4,134,0.8,1
4,135,0.8,1
4,136,0.8,1
4,137,0.3,0
4,138,0.8,1
4,139,0.8,1
4,140,0.8,1
4,141,0.8,1
4,142,0.8,0
4,143,0.3,1
4,144,0.8,0
4,145,0.8,1
4,146,0.8,1
4,147,0.8,1
4,148,0.8,1
4,149,0.8,1
4,150,0.3,1
4,151,0.8,1
4,152,0.8,1
4,153,0.8,0
4,154,0.3,0
4,155,0.8,1
4,156,0.8,1
4,157,0.8,0
4,158,0.8,1
4,159,0.8,1
4,160,0.8,1
4,161,0.8,1
4,162,0.8,1
4,163,0.8,0
4,164,0.8,1
4,165,0.8,1
4,166,0.8,0
4,167,0.3,0
4,168,0.8,0
4,169,0.8,1
4,170,0.3,0
4,171,0.8,0
4,172,0.8,1
4,173,0.8,1
4,174,0.8,1
4,175,0.8,1
4,176,0.8,1
4,177,0.8,1
4,178,0.3,0
4,179,0.8,1
4,180,0.8,0
4,181,0.8,1
4,182,0.8,0
4,183,0.8,0
4,184,0.8,1
4,185,0.8,1
4,186,0.8,1
4,187,0.8,1
4,188,0.8,1
4,189,0.8,1
4,190,0.8,1
4,191,0.8,1
4,192,0.8,1
4,193,0.8,1
4,194,0.8,1
4,195,0.3,0
4,196,0.3,0
4,197,0.8,1
4,198,0.8,1
4,199,0.8,1
5,0,0.7,0
5,1,0.7,1
5,2,0.1,0
5,3,0.7,1
5,4,0.7,1
5,5,0.7,1
5,6,0.7,1
5,7,0.5,1
5,8,0.7,1
5,9,0.7,1
5,10,0.3,1
5,11,0.1,0
5,12,0.4,1
5,13,0.5,1
5,14,0.6,1
5,15,0.7,1
5,16,0.5,0
5,17,0.6,0
5,18,0.6,1
5,19,0.4,1
5,20,0.8,0
5,21,0.3,0
5,22,0.4,1
5,23,0.6,1
5,24,0.6,1
5,25,0.5,1
5,26,0.4,0
5,27,0.3,0
5,28,0.4,0
5,29,0.5,0
5,30,0.8,0
5,31,0.6,0
5,32,0.3,0
5,33,0.7,0
5,34,0.6,0
5,35,0.1,0
5,36,0.2,0
5,37,0.8,1
5,38,0.7,1
5,39,0.6,1
5,40,0.8,1
5,41,0.8,0
5,42,0.2,1
5,43,0.7,0
5,44,0.7,1
5,45,0.3,0
5,46,0.4,0
5,47,0.6,1
5,48,0.2,0
5,49,0.5,1
5,50,0.5,0
5,51,0.5,1
5,52,0.7,1
5,53,0.4,0
5,54,0.7,0
5,55,0.3,1
5,56,0.5,0
5,57,0.5,0
5,58,0.6,1
5,59,0.3,0
5,60,0.6,0
5,61,0.6,0
5,62,0.5,0
5,63,0.6,0
5,64,0.6,1
5,65,0.7,1
5,66,0.4,1
5,67,0.5,1
5,68,0.7,0
5,69,0.7,1
5,70,0.8,0
5,71,0.2,0
5,72,0.7,0
5,73,0.1,0
5,74,0.4,0
5,75,0.7,1
5,76,0.5,0
5,77,0.6,1
5,78,0.7,1
5,79,0.8,1
5,80,0.8,0
5,81,0.4,0
5,82,0.8,1
5,83,0.4,1
5,84,0.4,0
5,85,0.3,1
5,86,0.6,1
5,87,0.6,0
5,88,0.5,1
5,89,0.3,0
5,90,0.2,0
5,91,0.5,1
5,92,0.7,1
5,93,0.5,0
5,94,0.2,0
5,95,0.5,1
5,96,0.4,0
5,97,0.5,0
5,98,0.7,1
5,99,0.5,1
5,100,0.5,1
5,101,0.6,1
5,102,0.2,1
5,103,0.7,1
5,104,0.7,1
5,105,0.4,1
5,106,0.4,0
5,107,0.4,0
5,108,0.5,1
5,109,0.4,1
5,110,0.7,1
5,111,0.7,1
5,112,0.7,1
5,113,0.5,1
5,114,0.3,0
5,115,0.5,0
5,116,0.7,0
5,117,0.4,1
5,118,0.7,1
5,119,0.7,1
5,120,0.5,1
5,121,0.4,1
5,122,0.6,0
5,123,0.7,0
5,124,0.6,0
5,125,0.3,0
5,126,0.4,1
5,127,0.3,1
5,128,0.4,0
5,129,0.8,1
5,130,0.2,0
5,131,0.6,0
5,132,0.5,1
5,133,0.5,0
5,134,0.0,0
5,135,0.7,1
5,136,0.4,1
5,137,0.4,1
5,138,0.5,0
5,139,0.8,1
5,140,0.5,0
5,141,0.6,1
5,142,0.4,1
5,143,0.2,0
5,144,0.1,1
5,145,0.6,1
5,146,0.2,0
5,147,0.5,0
5,148,0.2,0
5,149,0.5,1
5,150,0.3,0
5,151,0.5,1
5,152,0.5,1
5,153,0.7,1
5,154,0.4,0
5,155,0.6,1
5,156,0.3,1
5,157,0.6,0
5,158,0.7,1
5,159,0.7,0
5,160,0.5,1
5,161,0.5,1
5,162,0.6,1
5,163,0.4,0
5,164,0.4,0
5,165,0.6,1
5,166,0.4,0
5,167,0.2,0
5,168,0.6,1
5,169,0.4,0
5,170,0.3,0
5,171,0.8,1
5,172,0.6,1
5,173,0.6,0
5,174,0.3,0
5,175,0.5,0
5,176,0.3,0
5,177,0.6,0
5,178,0.2,0
5,179,0.5,0
5,180,0.4,0
5,181,0.3,1
5,182,0.3,0
5,183,0.6,0
5,184,0.4,1
5,185,0.6,0
5,186,0.5,0
5,187,0.2,0
5,188,0.4,1
5,189,0.1,0
5,190,0.6,1
5,191,0.5,0
5,192,0.5,1
5,193,0.7,1
5,194,0.5,0
5,195,0.1,0
5,196,0.1,1
5,197,0.6,0
5,198,0.6,0
5,199,0.4,0
6,0,0.8,1
6,1,0.8,0
6,2,0.0,0
6,3,0.3,0
6,4,0.3,0
6,5,0.3,0
6,6,0.8,1
6,7,0.8,0
6,8,0.8,1
6,9,0.8,1
6,10,0.5,1
6,11,0.0,0
6,12,0.5,1
6,13,0.3,0
6,14,0.8,0
6,15,0.8,1
6,16,0.3,0
6,17,0.3,0
6,18,0.8,1
6,19,0.5,0
6,20,0.8,0
6,21,0.5,1
6,22,0.8,1
6,23,0.8,1
6,24,0.8,1
6,25,0.3,0
6,26,0.5,0
6,27,0.5,1
6,28,0.3,0
6,29,0.3,1
6,30,0.8,0
6,31,0.3,0
6,32,0.5,1
6,33,0.8,1
6,34,0.8,1
6,35,0.0,0
6,36,0.0,0
6,37,0.8,0
6,38,0.8,1
6,39,0.8,1
6,40,0.8,1
6,41,0.8,1
6,42,0.0,0
6,43,0.8,1
6,44,0.8,1
6,45,0.0,0
6,46,0.8,0
6,47,0.8,1
6,48,0.0,0
6,49,0.8,1
6,50,0.3,1
6,51,0.8,1
6,52,0.3,0
6,53,0.5,1
6,54,0.8,1
6,55,0.5,0
6,56,0.3,1
6,57,0.8,1
6,58,0.8,0
6,59,0.3,0
6,60,0.3,1
6,61,0.8,1
6,62,0.8,1
6,63,0.3,0
6,64,0.8,0
6,65,0.3,1
6,66,0.3,0
6,67,0.3,1
6,68,0.8,1
6,69,0.8,1
6,70,0.8,1
6,71,0.5,1
6,72,0.3,1
6,73,0.0,0
6,74,0.3,0
6,75,0.3,0
6,76,0.3,0
6,77,0.8,1
6,78,0.3,0
6,79,0.8,1
6,80,0.8,1
6,81,0.3,1
6,82,0.8,1
6,83,0.5,1
6,84,0.3,1
6,85,0.5,0
6,86,0.8,1
6,87,0.3,1
6,88,0.3,1
6,89,0.5,1
6,90,0.5,1
6,91,0.3,0
6,92,0.8,0
6,93,0.3,1
6,94,0.5,0
6,95,0.8,1
6,96,0.5,1
6,97,0.8,1
6,98,0.8,1
6,99,0.8,1
6,100,0.3,0
6,101,0.3,0
6,102,0.0,0
6,103,0.8,1
6,104,0.8,1
6,105,0.5,0
6,106,0.0,0
6,107,0.0,0
6,108,0.8,1
6,109,0.5,0
6,110,0.3,0
6,111,0.8,1
6,112,0.8,1
6,113,0.8,1
6,114,0.5,0
6,115,0.3,0
6,116,0.8,1
6,117,0.5,0
6,118,0.8,1
6,119,0.8,1
6,120,0.5,1
6,121,0.3,0
6,122,0.8,0
6,123,0.3,1
6,124,0.8,1
6,125,0.0,0
6,126,0.5,0
6,127,0.5,0
6,128,0.0,0
6,129,0.8,0
6,130,0.5,1
6,131,0.3,1
6,132,0.8,1
6,133,0.8,1
6,134,0.0,0
6,135,0.8,0
6,136,0.5,0
6,137,0.5,0
6,138,0.8,1
6,139,0.8,0
6,140,0.8,1
6,141,0.8,0
6,142,0.3,0
6,143,0.5,1
6,144,0.0,0
6,145,0.8,1
6,146,0.0,0
6,147,0.3,1
6,148,0.5,1
6,149,0.3,0
6,150,0.5,1
6,151,0.5,1
6,152,0.3,0
6,153,0.8,0
6,154,0.5,1
6,155,0.8,1
6,156,0.0,0
6,157,0.8,1
6,158,0.8,0
6,159,0.8,1
6,160,0.8,0
6,161,0.3,0
6,162,0.8,1
6,163,0.3,0
6,164,0.8,1
6,165,0.8,1
6,166,0.3,0
6,167,0.0,0
6,168,0.8,1
6,169,0.5,1
6,170,0.5,1
6,171,0.8,0
6,172,0.8,0
6,173,0.3,0
6,174,0.0,0
6,175,0.3,0
6,176,0.0,0
6,177,0.8,0
6,178,0.0,0
6,179,0.8,1
6,180,0.8,1
6,181,0.5,1
6,182,0.5,0
6,183,0.8,1
6,184,0.5,0
6,185,0.3,0
6,186,0.3,0
6,187,0.5,0
6,188,0.3,1
6,189,0.5,0
6,190,0.8,0
6,191,0.3,1
6,192,0.8,1
6,193,0.8,0
6,194,0.8,1
6,195,0.0,0
